levels/1/skillChoices/0/increases/5/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/1/skillChoices/0/increases/5/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0
levels/1/skillChoices/0/increases/6/locked,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
levels/1/skillChoices/0/increases/6/maxRank,2,4,2,2,2,2,2,4,2,4,2,2
levels/1/skillChoices/0/increases/6/name,Crafting,Will,Performance,Religion,Simple Weapons,Simple Weapons,Will,Will,Will,Will,Unarmed Attacks,Simple Weapons
levels/1/skillChoices/0/increases/6/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/1/skillChoices/0/increases/6/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0
levels/1/skillChoices/0/increases/7/locked,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
levels/1/skillChoices/0/increases/7/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/1/skillChoices/0/increases/7/name,Simple Weapons,Athletics,Simple Weapons,Simple Weapons,Unarmed Attacks,Unarmed Attacks,Religion,Simple Weapons,Nature,Stealth,Unarmored Defense,Club
levels/1/skillChoices/0/increases/7/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/1/skillChoices/0/increases/7/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0
levels/1/skillChoices/0/increases/8/locked,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
levels/1/skillChoices/0/increases/8/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/1/skillChoices/0/increases/8/name,Alchemical Bomb,Simple Weapons,Longsword,Martial Weapons,Unarmored Defense,Light Armor,Simple Weapons,Unarmed Attacks,Survival,Simple Weapons,Innate Spell DC,Crossbow
levels/1/skillChoices/0/increases/8/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,#N/A,Class
levels/1/skillChoices/0/increases/8/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,#N/A,1-Any-Class-0
levels/1/skillChoices/0/increases/9/locked,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/9/maxRank,2,2,2,2,2,2,4,2,2,2,,2
levels/1/skillChoices/0/increases/9/name,Unarmed Attacks,Martial Weapons,Rapier,Unarmed Attacks,Cleric Divine Spell DC,Medium Armor,Simple Weapons,Unarmored Defense,Simple Weapons,Rapier,,Dagger
levels/1/skillChoices/0/increases/9/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,,Class
levels/1/skillChoices/0/increases/9/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/10/locked,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/10/maxRank,2,2,2,2,2,2,2,4,2,2,,2
levels/1/skillChoices/0/increases/10/name,Light Armor,Unarmed Attacks,Sap,Light Armor,Innate Spell DC,Unarmored Defense,Martial Weapons,Unarmored Defense,Martial Weapons,Sap,,Heavy Crossbow
levels/1/skillChoices/0/increases/10/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,,Class
levels/1/skillChoices/0/increases/10/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/11/locked,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/11/maxRank,2,2,2,2,,2,4,2,2,2,,2
levels/1/skillChoices/0/increases/11/name,Unarmored Defense,Light Armor,Shortbow,Medium Armor,,Druid Class DC,Martial Weapons,Monk Class DC,Unarmed Attacks,Shortbow,,Staff
levels/1/skillChoices/0/increases/11/source,Class,Class,Class,Class,,Class,Class,Class,Class,Class,,Class
levels/1/skillChoices/0/increases/11/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/12/locked,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/12/maxRank,2,2,2,2,,2,2,2,2,2,,2
levels/1/skillChoices/0/increases/12/name,Alchemist Class DC,Medium Armor,Shortsword,Heavy Armor,,Druid Primal Spell DC,Advanced Weapons,Innate Spell DC,Light Armor,Shortsword,,Unarmed Attacks
levels/1/skillChoices/0/increases/12/source,Class,Class,Class,Class,,Class,Class,Class,Class,Class,,Class
levels/1/skillChoices/0/increases/12/sourceId,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/13/locked,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/13/maxRank,,2,2,2,,2,2,,2,2,,2
levels/1/skillChoices/0/increases/13/name,,Unarmored Defense,Whip,Unarmored Defense,,Innate Spell DC,Unarmed Attacks,,Medium Armor,Unarmed Attacks,,Unarmored Defense
levels/1/skillChoices/0/increases/13/source,,Class,Class,Class,,Class,Class,,Class,Class,,Class
levels/1/skillChoices/0/increases/13/sourceId,,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/14/locked,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/14/maxRank,,2,2,2,,,4,,2,2,,2
levels/1/skillChoices/0/increases/14/name,,Barbarian Class DC,Unarmed Attacks,Champion Class DC,,,Unarmed Attacks,,Unarmored Defense,Light Armor,,Wizard Arcane Spell DC
levels/1/skillChoices/0/increases/14/source,,Class,Class,Class,,,Class,,Class,Class,,Class
levels/1/skillChoices/0/increases/14/sourceId,,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/15/locked,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,TRUE
levels/1/skillChoices/0/increases/15/maxRank,,2,2,2,,,2,,2,2,,2
levels/1/skillChoices/0/increases/15/name,,Innate Spell DC,Light Armor,Champion Divine Spell DC,,,Light Armor,,Ranger Class DC,Unarmored Defense,,Innate Spell DC
levels/1/skillChoices/0/increases/15/source,,Class,Class,Class,,,Class,,Class,Class,,Class
levels/1/skillChoices/0/increases/15/sourceId,,1-Any-Class-0,1-Any-Class-0,1-Any-Class-0,,,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,,1-Any-Class-0
levels/1/skillChoices/0/increases/16/locked,,,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,
levels/1/skillChoices/0/increases/16/maxRank,,,2,2,,,2,,2,2,,
levels/1/skillChoices/0/increases/16/name,,,Unarmored Defense,Innate Spell DC,,,Medium Armor,,Innate Spell DC,Rogue Class DC,,
levels/1/skillChoices/0/increases/16/source,,,Class,Class,,,Class,,Class,Class,,
levels/1/skillChoices/0/increases/16/sourceId,,,1-Any-Class-0,1-Any-Class-0,,,1-Any-Class-0,,1-Any-Class-0,1-Any-Class-0,,
levels/1/skillChoices/0/increases/17/locked,,,TRUE,,,,TRUE,,,TRUE,,
levels/1/skillChoices/0/increases/17/maxRank,,,2,,,,2,,,2,,
levels/1/skillChoices/0/increases/17/name,,,Bard Occult Spell DC,,,,Heavy Armor,,,Innate Spell DC,,
levels/1/skillChoices/0/increases/17/source,,,Class,,,,Class,,,Class,,
levels/1/skillChoices/0/increases/17/sourceId,,,1-Any-Class-0,,,,1-Any-Class-0,,,1-Any-Class-0,,
levels/1/skillChoices/0/increases/18/locked,,,TRUE,,,,TRUE,,,,,
levels/1/skillChoices/0/increases/18/maxRank,,,2,,,,2,,,,,
levels/1/skillChoices/0/increases/18/name,,,Innate Spell DC,,,,Unarmored Defense,,,,,
levels/1/skillChoices/0/increases/18/source,,,Class,,,,Class,,,,,
levels/1/skillChoices/0/increases/18/sourceId,,,1-Any-Class-0,,,,1-Any-Class-0,,,,,
levels/1/skillChoices/0/increases/19/locked,,,,,,,TRUE,,,,,
levels/1/skillChoices/0/increases/19/maxRank,,,,,,,2,,,,,
levels/1/skillChoices/0/increases/19/name,,,,,,,Fighter Class DC,,,,,
levels/1/skillChoices/0/increases/19/source,,,,,,,Class,,,,,
levels/1/skillChoices/0/increases/19/sourceId,,,,,,,1-Any-Class-0,,,,,
levels/1/skillChoices/0/increases/20/locked,,,,,,,TRUE,,,,,
levels/1/skillChoices/0/increases/20/maxRank,,,,,,,2,,,,,
levels/1/skillChoices/0/increases/20/name,,,,,,,Innate Spell DC,,,,,
levels/1/skillChoices/0/increases/20/source,,,,,,,Class,,,,,
levels/1/skillChoices/0/increases/20/sourceId,,,,,,,1-Any-Class-0,,,,,
levels/1/skillChoices/0/maxRank,4,4,4,4,4,4,4,4,4,4,4,4
levels/1/skillChoices/0/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/1/skillChoices/0/type,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any,Any
levels/1/skillChoices/1/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/1/skillChoices/1/available,3,3,4,2,2,2,3,4,4,7,2,2
levels/1/skillChoices/1/id,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1,1-Skill-Class-1
levels/1/skillChoices/1/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/1/skillChoices/1/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/1/skillChoices/1/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/1/skillChoices/2/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/1/skillChoices/2/id,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2,1-Skill-Intelligence-2
levels/1/skillChoices/2/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/1/skillChoices/2/source,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence
levels/1/skillChoices/2/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/1/skillChoices/3/_className,,,,,,,SkillChoice,,,,,
levels/1/skillChoices/3/available,,,,,,,1,,,,,
levels/1/skillChoices/3/filter/0,,,,,,,Acrobatics,,,,,
levels/1/skillChoices/3/filter/1,,,,,,,Athletics,,,,,
levels/1/skillChoices/3/id,,,,,,,1-Skill-Fighter-3,,,,,
levels/1/skillChoices/3/maxRank,,,,,,,2,,,,,
levels/1/skillChoices/3/source,,,,,,,Fighter,,,,,
levels/1/skillChoices/3/type,,,,,,,Skill,,,,,
levels/2/_className,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level
levels/2/featChoices/0/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/2/featChoices/0/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/2/featChoices/0/id,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0,2-Class-Class-0
levels/2/featChoices/0/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/2/featChoices/0/type,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/2/featChoices/1/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/2/featChoices/1/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/2/featChoices/1/id,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1,2-Skill-Class-1
levels/2/featChoices/1/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/2/featChoices/1/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/2/number,2,2,2,2,2,2,2,2,2,2,2,2
levels/2/skillChoices/0/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/2/skillChoices/0/id,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0,2-Skill-Intelligence-0
levels/2/skillChoices/0/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/2/skillChoices/0/source,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence
levels/2/skillChoices/0/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/2/skillChoices/1/_className,,,,,,,,,,SkillChoice,,
levels/2/skillChoices/1/available,,,,,,,,,,1,,
levels/2/skillChoices/1/id,,,,,,,,,,2-Skill-Class-1,,
levels/2/skillChoices/1/maxRank,,,,,,,,,,4,,
levels/2/skillChoices/1/source,,,,,,,,,,Class,,
levels/2/skillChoices/1/type,,,,,,,,,,Skill,,
levels/3/_className,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level
levels/3/featChoices/0/_className,,FeatChoice,FeatChoice,FeatChoice,,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,
levels/3/featChoices/0/feats/0/locked,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
levels/3/featChoices/0/feats/0/name,,Deny Advantage (Barbarian),Lightning Reflexes,Divine Ally,,Alertness (Druid),Bravery,Incredible Movement,Iron Will,Deny Advantage (Rogue),Signature Spells (Sorcerer),
levels/3/featChoices/0/feats/0/source,,Barbarian,Bard,Champion,,Druid,Fighter,Monk,Ranger,Rogue,Sorcerer,
levels/3/featChoices/0/feats/0/sourceId,,3-Feature-Barbarian-0,3-Feature-Bard-0,3-Feature-Champion-0,,3-Feature-Druid-0,3-Feature-Fighter-0,3-Feature-Monk-0,3-Feature-Ranger-0,3-Feature-Rogue-0,3-Feature-Sorcerer-0,
levels/3/featChoices/0/feats/1/locked,,,TRUE,,,TRUE,,TRUE,,,,
levels/3/featChoices/0/feats/1/name,,,Signature Spells (Bard),,,Great Fortitude,,Mystic Strikes,,,,
levels/3/featChoices/0/feats/1/source,,,Bard,,,Druid,,Monk,,,,
levels/3/featChoices/0/feats/1/sourceId,,,3-Feature-Bard-0,,,3-Feature-Druid-0,,3-Feature-Monk-0,,,,
levels/3/featChoices/0/id,,3-Feature-Barbarian-0,3-Feature-Bard-0,3-Feature-Champion-0,,3-Feature-Druid-0,3-Feature-Fighter-0,3-Feature-Monk-0,3-Feature-Ranger-0,3-Feature-Rogue-0,3-Feature-Sorcerer-0,
levels/3/featChoices/0/source,,Barbarian,Bard,Champion,,Druid,Fighter,Monk,Ranger,Rogue,Sorcerer,
levels/3/featChoices/0/type,,Feature,Feature,Feature,,Feature,Feature,Feature,Feature,Feature,Feature,
levels/3/featChoices/1/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/3/featChoices/1/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/3/featChoices/1/id,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1,3-General-Class-1
levels/3/featChoices/1/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/3/featChoices/1/type,General,General,General,General,General,General,General,General,General,General,General,General
levels/3/featChoices/2/_className,,,,,,,,,,FeatChoice,,
levels/3/featChoices/2/available,,,,,,,,,,1,,
levels/3/featChoices/2/id,,,,,,,,,,3-Skill-Class-2,,
levels/3/featChoices/2/source,,,,,,,,,,Class,,
levels/3/featChoices/2/type,,,,,,,,,,Skill,,
levels/3/number,3,3,3,3,3,3,3,3,3,3,3,3
levels/3/skillChoices/0/_className,,,SkillChoice,,,SkillChoice,,,SkillChoice,,,
levels/3/skillChoices/0/id,,,3-Save-Lightning Reflexes-0,,,3-Perception-Alertness-0,,,3-Save-Iron Will-0,,,
levels/3/skillChoices/0/increases/0/locked,,,TRUE,,,TRUE,,,TRUE,,,
levels/3/skillChoices/0/increases/0/maxRank,,,4,,,4,,,4,,,
levels/3/skillChoices/0/increases/0/name,,,Reflex,,,Perception,,,Will,,,
levels/3/skillChoices/0/increases/0/source,,,Lightning Reflexes,,,Alertness,,,Iron Will,,,
levels/3/skillChoices/0/increases/0/sourceId,,,3-Save-Lightning Reflexes-0,,,3-Perception-Alertness-0,,,3-Save-Iron Will-0,,,
levels/3/skillChoices/0/maxRank,,,4,,,4,,,4,,,
levels/3/skillChoices/0/source,,,Lightning Reflexes,,,Alertness,,,Iron Will,,,
levels/3/skillChoices/0/type,,,Save,,,Perception,,,Save,,,
levels/3/skillChoices/1/_className,,,,,,SkillChoice,SkillChoice,,,,,
levels/3/skillChoices/1/id,,,,,,3-Save-Great Fortitude-1,3-Save-Bravery-1,,,,,
levels/3/skillChoices/1/increases/0/locked,,,,,,TRUE,TRUE,,,,,
levels/3/skillChoices/1/increases/0/maxRank,,,,,,4,4,,,,,
levels/3/skillChoices/1/increases/0/name,,,,,,Fortitude,Will,,,,,
levels/3/skillChoices/1/increases/0/source,,,,,,Great Fortitude,Bravery,,,,,
levels/3/skillChoices/1/increases/0/sourceId,,,,,,3-Save-Great Fortitude-1,3-Save-Bravery-1,,,,,
levels/3/skillChoices/1/maxRank,,,,,,4,4,,,,,
levels/3/skillChoices/1/source,,,,,,Great Fortitude,Bravery,,,,,
levels/3/skillChoices/1/type,,,,,,Save,Save,,,,,
levels/3/skillChoices/2/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/3/skillChoices/2/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/3/skillChoices/2/id,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2,3-Skill-Class-2
levels/3/skillChoices/2/maxRank,4,4,4,4,4,4,4,4,4,4,4,4
levels/3/skillChoices/2/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/3/skillChoices/2/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/3/skillChoices/3/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/3/skillChoices/3/id,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3,3-Skill-Intelligence-3
levels/3/skillChoices/3/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/3/skillChoices/3/source,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence
levels/3/skillChoices/3/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/4/_className,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level
levels/4/featChoices/0/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/4/featChoices/0/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/4/featChoices/0/id,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0,4-Class-Class-0
levels/4/featChoices/0/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/4/featChoices/0/type,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/4/featChoices/1/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/4/featChoices/1/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/4/featChoices/1/id,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1,4-Skill-Class-1
levels/4/featChoices/1/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/4/featChoices/1/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/4/number,4,4,4,4,4,4,4,4,4,4,4,4
levels/4/skillChoices/0/_className,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice,SkillChoice
levels/4/skillChoices/0/id,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0,4-Skill-Intelligence-0
levels/4/skillChoices/0/maxRank,2,2,2,2,2,2,2,2,2,2,2,2
levels/4/skillChoices/0/source,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence,Intelligence
levels/4/skillChoices/0/type,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill,Skill
levels/4/skillChoices/1/_className,,,,,,,,,,SkillChoice,,
levels/4/skillChoices/1/available,,,,,,,,,,1,,
levels/4/skillChoices/1/id,,,,,,,,,,4-Skill-Class-1,,
levels/4/skillChoices/1/maxRank,,,,,,,,,,4,,
levels/4/skillChoices/1/source,,,,,,,,,,Class,,
levels/4/skillChoices/1/type,,,,,,,,,,Skill,,
levels/5/_className,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level,Level
levels/5/abilityChoices/0/_className,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice,AbilityChoice
levels/5/abilityChoices/0/available,4,4,4,4,4,4,4,4,4,4,4,4
levels/5/abilityChoices/0/id,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0,5-Ability-Class-0
levels/5/abilityChoices/0/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/5/featChoices/0/_className,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/5/featChoices/0/available,1,1,1,1,1,1,1,1,1,1,1,1
levels/5/featChoices/0/id,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0,5-Ancestry-Class-0
levels/5/featChoices/0/source,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class,Class
levels/5/featChoices/0/type,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry,Ancestry
levels/5/featChoices/1/_className,FeatChoice,FeatChoice,,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice,FeatChoice
levels/5/featChoices/1/feats/0/locked,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
levels/5/featChoices/1/feats/0/name,Field Discovery,Brutality,,Weapon Expertise,Alertness,Lightning Reflexes,Fighter Weapon Mastery,Alertness,Trackless Step,Weapon Tricks,Magical Fortitude,Lightning Reflexes
