_className,name,sourceBook,ancestries/0,ancestries/1,desc,featChoices/0/_className,featChoices/0/available,featChoices/0/feats/0/locked,featChoices/0/feats/0/name,featChoices/0/feats/0/source,featChoices/0/feats/0/sourceId,featChoices/0/feats/1/locked,featChoices/0/feats/1/name,featChoices/0/feats/1/source,featChoices/0/feats/1/sourceId,featChoices/0/feats/2/locked,featChoices/0/feats/2/name,featChoices/0/feats/2/source,featChoices/0/feats/2/sourceId,featChoices/0/filter/0,featChoices/0/filter/1,featChoices/0/filter/2,featChoices/0/filter/3,featChoices/0/filter/4,featChoices/0/filter/5,featChoices/0/filter/6,featChoices/0/filter/7,featChoices/0/filter/8,featChoices/0/filter/9,featChoices/0/filter/10,featChoices/0/filter/11,featChoices/0/id,featChoices/0/level,featChoices/0/source,featChoices/0/type,gainActivities/0,gainActivities/1,gainActivities/2,gainItems/0/name,gainItems/0/type,spellChoices/0/className,spellChoices/0/available,spellChoices/0/frequency,spellChoices/0/charLevelAvailable,spellChoices/0/id,spellChoices/0/spells/0/frequency,spellChoices/0/spells/0/locked,spellChoices/0/spells/0/name,spellChoices/0/source,spellChoices/0/tradition,spellChoices/0/castingType,senses/0,skillChoices/0/_className,skillChoices/0/available,skillChoices/0/id,skillChoices/0/increases/0/locked,skillChoices/0/increases/0/name,skillChoices/0/increases/0/source,skillChoices/0/increases/0/sourceId,skillChoices/0/maxRank,skillChoices/0/source,skillChoices/0/type,subTypes/0/gainActivities/0,subTypes/0/name,subTypes/0/subType,subTypes/0/spellChoices/0/className,subTypes/0/spellChoices/0/available,subTypes/0/spellChoices/0/frequency,subTypes/0/spellChoices/0/charLevelAvailable,subTypes/0/spellChoices/0/id,subTypes/0/spellChoices/0/spells/0/frequency,subTypes/0/spellChoices/0/spells/0/locked,subTypes/0/spellChoices/0/spells/0/name,subTypes/0/spellChoices/0/source,subTypes/0/spellChoices/0/tradition,subTypes/0/spellChoices/0/castingType,subTypes/1/gainActivities/0,subTypes/1/name,subTypes/1/subType,subTypes/1/spellChoices/0/className,subTypes/1/spellChoices/0/available,subTypes/1/spellChoices/0/frequency,subTypes/1/spellChoices/0/charLevelAvailable,subTypes/1/spellChoices/0/id,subTypes/1/spellChoices/0/spells/0/frequency,subTypes/1/spellChoices/0/spells/0/locked,subTypes/1/spellChoices/0/spells/0/name,subTypes/1/spellChoices/0/source,subTypes/1/spellChoices/0/tradition,subTypes/1/spellChoices/0/castingType,subTypes/2/gainActivities/0,subTypes/2/name,subTypes/2/subType,subTypes/2/spellChoices/0/className,subTypes/2/spellChoices/0/available,subTypes/2/spellChoices/0/frequency,subTypes/2/spellChoices/0/charLevelAvailable,subTypes/2/spellChoices/0/id,subTypes/2/spellChoices/0/spells/0/frequency,subTypes/2/spellChoices/0/spells/0/locked,subTypes/2/spellChoices/0/spells/0/name,subTypes/2/spellChoices/0/source,subTypes/2/spellChoices/0/tradition,subTypes/2/spellChoices/0/castingType,subTypes/3/gainActivities/0,subTypes/3/name,subTypes/3/subType,traits/0
Heritage,Smokeworker Hobgoblin,Character Guide,,,"Your family have been alchemists, engineers, and scientists for generations, on projects bringing smoke and fire to the field of battle. You gain fire resistance equal to half your level (minimum 1). You automatically succeed at the DC 5 flat check to target a concealed creature if that creature is concealed only by smoke.",FeatChoice,,TRUE,Smokeworker Hobgoblin,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Warmarch Hobgoblin,Character Guide,,,"You come from a line of wandering mercenaries, constantly on the march and scavenging food on the trail. If you fail, but not critically fail, to Subsist in the wilderness, you can still keep yourself fed with poor meals. When exploring, you can Hustle twice as long before you have to stop.",FeatChoice,,TRUE,Warmarch Hobgoblin,Heritage,1-Feat-Heritage-0,TRUE,Warmarch Hobgoblin Hustle,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Warrenbred Hobgoblin,Character Guide,,,"Your ancestors lived underground. Your ears are larger than those of other hobgoblins and sensitive to echoes. When you are underground, you can use the Seek action to sense undetected creatures within a 30-foot burst instead of a 15-foot burst. In addition, if you roll a success on an Acrobatics check to Squeeze, you get a critical success instead.",FeatChoice,,TRUE,Warrenbred Hobgoblin,Heritage,1-Feat-Heritage-0,TRUE,Warrenbred Hobgoblin Perception,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Half-Elf,,Elf,Half-Elf,"Either one of your parents was an elf, or one or both were half-elves. You have pointed ears and other telltale signs of elf heritage. You gain the elf trait and low-light vision. In addition, you can select elf, half-elf, and human feats whenever you gain an ancestry feat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low-Light Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elf
Heritage,Half-Orc,,Orc,Half-Orc,"One of your parents was an orc, or one or both were half-orcs. You have a green tinge to your skin and other indicators of orc heritage. You gain the orc trait and low-light vision. In addition, you can select orc, half-orc, and human feats whenever you gain an ancestry feat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low-Light Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orc
Heritage,Skilled Heritage,,,,"Your ingenuity allows you to train in a wide variety of skills. You become trained in one skill of your choice. At 5th level, you become an expert in the chosen skill.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SkillChoice,1,1-Skill-Skilled Heritage-0,,,,,2,Skilled Heritage,Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Versatile Heritage,,,,"Humanity's versatility and ambition have fueled its ascendance to be the most common ancestry in most nations throughout the world. Select a general feat of your choice for which you meet the prerequisites (as with your ancestry feat, you can select this general feat at any point during character creation).",FeatChoice,1,,,,,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Wintertouched Human,Character Guide,,,"The power of winter flows through you. This heritage is most common among the Jadwiga of Irrisen, due to their descent from Baba Yaga, and certain Erutaki touched by the spirits. You gain cold resistance equal to half your level (minimum 1), and you treat environmental cold effects as if they were one step less extreme (incredible cold becomes extreme, extreme cold becomes severe, and so on).",FeatChoice,,TRUE,Wintertouched Human,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Fungus Leshy,Character Guide,,,"Your body was made from fungi that grows in the shade of caves and trees, and you are at home in dark caverns and warrens. You gain darkvision.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Gourd Leshy,Character Guide,,,"You have a large gourd for a skull. Your knowledge comes from within your spirit, rather than a physical brain, and you have found a handier use for the space inside your head. You can store a collection of up to 1 Bulk of objects within your head. The DC of checks to Steal objects from inside your head increases by 4. Additionally, if you store only one object within your head, you can draw it effortlessly into your hand as part of another action to use the object. Drawing the item grants this other action the manipulate trait.",FeatChoice,,TRUE,Gourd Leshy,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,Gourd Head,worn items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Leaf Leshy,Character Guide,,,"Your body is made mostly from natural foliage, and like a leaf tumbling from a tree, you land from falls with particular grace. You take no damage from falling, regardless of the distance you fall.",FeatChoice,,TRUE,Leaf Leshy,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Vine Leshy,Character Guide,,,"The prehensile vines woven into your body grant you unmatched skill at climbing. You do not need to have any hands free to Climb. Additionally, if you roll a success on an Athletics check to Climb, you get a critical success instead.",FeatChoice,,TRUE,Vine Leshy,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Cliffscale Lizardfolk,Character Guide,,,"Your toes are adapted for gripping and climbing. You gain the Combat Climber feat as a bonus feat, and as long as you aren’t wearing footwear, you can use the sticky pads on your feet to climb, leaving your hands free. Additionally, if you roll a success on an Athletics check to climb, you get a critical success instead.",FeatChoice,,TRUE,Combat Climber,Heritage,1-Feat-Heritage-0,TRUE,Cliffscale Lizardfolk,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Frilled Lizardfolk,Character Guide,,,"You can flare your neck frill and flex your dorsal spines, Demoralizing your foes. When you do, Demoralize loses the auditory trait and gains the visual trait, and you don’t take a penalty when you attempt to Demoralize a creature that doesn’t understand your language. You also gain the Threatening Approach action.",FeatChoice,,TRUE,Frilled Lizardfolk,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,Threatening Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Sandstrider Lizardfolk,Character Guide,,,"Your thick scales help you retain water and combat the sun’s glare. You gain fire resistance equal to half your level (minimum 1). Environmental heat effects are one step less extreme for you, and you can go 10 times as long as normal before you are affected by starvation or thirst. However, unless you wear protective gear or take shelter, environmental cold effects are one step more extreme for you.",FeatChoice,,TRUE,Sandstrider Lizardfolk,Heritage,1-Feat-Heritage-0,TRUE,Sandstrider Lizardfolk Resilience,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Unseen Lizardfolk,Character Guide,,,"You can change your skin color to blend in with your surroundings, making minor shifts with a single action and dramatic changes over the course of an hour. When you’re in an area where your coloration is roughly similar to the environment (for instance, forest green in a forest), you can use the minor, singleaction application of this ability to make localized changes that help you blend into your surroundings, gaining a +2 circumstance bonus to Stealth checks until your surroundings change in coloration or pattern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unseen Lizardfolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Wetlander Lizardfolk,Character Guide,,,"Your family is descended from the most common lizardfolk heritage, and you are accustomed to aquatic environments. You gain a 15-foot swim Speed.",FeatChoice,,TRUE,Wetlander Lizardfolk,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Bloodhound Shoony,Pathfinder #153: Life's Long Shadow,,,"Your ancestors were famous trackers, and you carry in your blood that same gift of the hunt. You gain a special sense: imprecise scent with a range of 30 feet. This means you can use your sense of smell to determine the location of a creature, but it remains hidden. In addition, you gain a +2 circumstance bonus to Survival checks to Track creatures that you have previously sensed with your scent. ",FeatChoice,,TRUE,Bloodhound Shoony,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,Scent 30 feet (imprecise),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Fishseeker Shoony,Pathfinder #153: Life's Long Shadow,,,"You come from a long line of fisherfolk and have inherited the quick reflexes necessary to nab and reel in big game. If you roll a success on an attempt to Grab an Edge, you get a critical success instead; if you roll a critical failure, you get a failure instead. A creature that rolls a failure on a check to Disarm you gets a critical failure instead. ",FeatChoice,,TRUE,Fishseeker Shoony,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Paddler Shoony,Pathfinder #153: Life's Long Shadow,,,"You hail from shoonies who have lived long and successfully among the reeds and cattails of swamps and marshes, and have adapted to the challenges of living near waterlogged areas. You ignore difficult terrain and greater difficult terrain from bogs. When you roll a success to Swim, you get a critical success instead. ",FeatChoice,,TRUE,Paddler Shoony,Heritage,1-Feat-Heritage-0,TRUE,Paddler Shoony Swimming,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,Thickcoat Shoony,Pathfinder #153: Life's Long Shadow,,,"You are a rare shoony who hails from colder climes. You gain cold resistance equal to half your level (minimum 1), and you treat environmental cold effects as if they were one step less extreme (incredible cold becomes extreme, extreme cold becomes severe, and so on). You don’t need to succeed at a flat check to target a concealed creature if that creature is concealed only by snow. Unless you wear protective gear or take shelter, environmental heat effects are one step more extreme for you. ",FeatChoice,,TRUE,Thickcoat Shoony,Heritage,1-Feat-Heritage-0,TRUE,Thickcoat Shoony Perception,Heritage,1-Feat-Heritage-0,,,,,,,,,,,,,,,,,1-Feat-Heritage-0,0,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
